Site,Plot,Subplot,GenusSpecies,CoverPerc,Family,Genus,Species
Lucille,Center,31_100,jacq.pen,,,,
Lucille,Center,31_100,schi.san,,,,
Lucille,Center,31_100,sela.eat,,,,
Lucille,Center,31_100,cono.coe,,,,
Lucille,Center,31_100,walt.ind,,,,
Lucille,Center,31_100,sper.tet,,,,
Lucille,Center,31_100,ambr.art,,,,
Lucille,Center,31_100,viti.cin,,,,
Lucille,Center,32.2.1,pter.bah,5,,,
Lucille,Center,32.2.1,anem.adi,1,,,
Lucille,Center,32.2.1,part.qui,1,,,
Lucille,Center,32.2.1,chio.pin,1,,,
Lucille,Center,32.2.1,jacq.pen,10,,,
Lucille,Center,32.2.1,pasp.blo,5,,,
Lucille,Center,32.2.1,trem.mic,5,,,
Lucille,Center,32.2.1,phys.wal,1,,,
Lucille,Center,32.2.1,side.sal,5,,,
Lucille,Center,32.2.1,myrs.cub,1,,,
Lucille,Center,32.2.10,mico.bic,,,,
Lucille,Center,32.2.10,andr.glo,,,,
Lucille,Center,32.2.10,cham.hyp,,,,
Lucille,Center,32.2.10,bide.alb,,,,
Lucille,Center,32.2.10,pasp.cae,,,,
Lucille,Center,32.2.10,pass.sub,,,,
Lucille,Center,32.2.10,schi.gra,,,,
Lucille,Center,32.2.10,rand.acu,,,,
Lucille,Center,32.2.10,rhyn.min,,,,
Lucille,Center,32.2.10,viti.rot,,,,
Lucille,Center,32.2.10,mela.ang,,,,
Lucille,Center,32.2.10,bacc.glo,,,,
Lucille,Center,32.2.10,diod.ter,,,,
Lucille,Center,32.4.1,jacq.pen,35,,,
Lucille,Center,32.4.1,thel.kun,10,,,
Lucille,Center,32.4.1,mori.roy,1,,,
Lucille,Center,32.4.1,pass.sub,1,,,
Lucille,Center,32.4.1,cham.hyp,1,,,
Lucille,Center,32.4.1,pasp.blo,1,,,
Lucille,Center,32.4.1,clad.jam,5,,,
Lucille,Center,32.4.1,mico.bic,1,,,
Lucille,Center,32.4.1,chio.pin,1,,,
Lucille,Center,32.4.1,trem.mic,1,,,
Lucille,Center,32.4.1,myrs.cub,1,,,
Lucille,Center,32.4.1,bacc.glo,1,,,
Lucille,Center,32.4.10,schi.ter,,,,
Lucille,Center,32.4.10,phys.wal,,,,
Lucille,Center,32.4.10,meto.tox,,,,
Lucille,Center,32.4.10,side.sal,,,,
Lucille,Center,32.4.10,viti.rot,,,,
Lucille,Center,32.4.10,pter.bah,,,,
Lucille,Center,32.4.10,schi.gra,,,,
Lucille,Center,32.4.10,mela.ang,,,,
Lucille,Center,32.4.10,phyl.car,,,,
Lucille,Center,32.4.10,evol.ser,,,,
Lucille,Center,32.4.10,mika.sca,,,,
Lucille,Center,32.4.10,samo.ebr,,,,
Lucille,Center,32.4.10,call.ame,,,,
Lucille,Center,32.4.10,byrs.luc,,,,
Lucille,Center,32.4.10,rand.acu,,,,
Lucille,Center,32.4.10,neyr.rey,,,,
Lucille,Center,32.4.10,andr.glo,,,,
Lucille,Center,32.4.10,smil.aur,,,,
Lucille,Center,32.4.10,sela.eat,,,,
Lucille,Center,32.4.10,fore.seg,,,,
Lucille,Center,32.4.10,viti.cin,,,,
Lucille,Center,32_100,ambr.art,,,,
Lucille,Center,32_100,erec.hie,,,,
Lucille,Center,32_100,pers.pal,,,,
Lucille,Center,32_100,cham.hir,,,,
Lucille,Center,32_100,cono.coe,,,,
Lucille,Center,32_100,soli.lea,,,,
Lucille,Center,32_100,samo.ebr,,,,
Lucille,Center,32_100,ilex.kru,,,,
Lucille,Center,32_100,psyc.ner,,,,
Lucille,Center,32_100,Sali.car,,,,
Lucille,Center,32_100,acal.ost,,,,
Lucille,Center,32_100,pani.vir,,,,
Lucille,Center,32_100,anem.adi,,,,
Lucille,Center,40.1.1,guap.dis,5,,,
Lucille,Center,40.1.1,bacc.glo,1,,,
Lucille,Center,40.1.1,phys.wal,1,,,
Lucille,Center,40.1.1,chio.pin,1,,,
Lucille,Center,40.1.1,pasp.blo,15,,,
Lucille,Center,40.1.1,schi.gra,5,,,
Lucille,Center,40.1.1,sola.don,10,,,
Lucille,Center,40.1.1,andr.glo,1,,,
Lucille,Center,40.1.1,mela.ang,5,,,
Lucille,Center,40.1.1,tabe.het,1,,,
Lucille,Center,40.1.1,side.sal,10,,,
Lucille,Center,40.1.1,thel.kun,1,,,
Lucille,Center,40.1.1,pass.sub,1,,,
Lucille,Center,40.1.1,pter.bah,1,,,
Lucille,Center,40.1.1,fore.seg,5,,,
Lucille,Center,40.1.10,myrs.cub,,,,
Lucille,Center,40.1.10,mika.sca,,,,
Lucille,Center,40.1.10,trem.mic,,,,
Lucille,Center,40.1.10,byrs.luc,,,,
Lucille,Center,40.1.10,clad.jam,,,,
Lucille,Center,40.1.10,cham.hyp,,,,
Lucille,Center,40.1.10,pers.pal,,,,
Lucille,Center,40.1.10,phyl.car,,,,
Lucille,Center,40.1.10,samo.ebr,,,,
Lucille,Center,40.1.10,mitr.pet,,,,
Lucille,Center,40.1.10,rhus.cop,,,,
Lucille,Center,40.3.1,walt.ind,5,,,
Lucille,Center,40.3.1,trem.mic,15,,,
Lucille,Center,40.3.1,pass.sub,1,,,
Lucille,Center,40.3.1,phyl.car,1,,,
Lucille,Center,40.3.1,chio.pin,5,,,
Lucille,Center,40.3.1,anem.adi,5,,,
Lucille,Center,40.3.1,phys.wal,1,,,
Lucille,Center,40.3.1,mori.roy,1,,,
Lucille,Center,40.3.1,ambr.art,10,,,
Lucille,Center,40.3.1,byrs.luc,1,,,
Lucille,Center,40.3.1,thel.kun,10,,,
Lucille,Center,40.3.1,cham.hyp,1,,,
Lucille,Center,40.3.1,erec.hie,1,,,
Lucille,Center,40.3.1,pasp.cae,1,,,
Lucille,Center,40.3.1,sper.ver,1,,,
Lucille,Center,40.3.1,pter.bah,1,,,
Lucille,Center,40.3.1,pasp.blo,1,,,
Lucille,Center,40.3.10,clad.jam,,,,
Lucille,Center,40.3.10,ilex.kru,,,,
Lucille,Center,40.3.10,smil.aur,,,,
Lucille,Center,40.3.10,part.qui,,,,
Lucille,Center,40.3.10,schi.gra,,,,
Lucille,Center,40.3.10,bide.alb,,,,
Lucille,Center,40.3.10,andr.glo,,,,
Lucille,Center,40.3.10,mitr.pet,,,,
Lucille,Center,40.3.10,myrs.cub,,,,
Lucille,Center,40.3.10,mico.bic,,,,
Lucille,Center,40.3.10,sper.tet,,,,
Lucille,Center,40.3.10,cham.hir,,,,
Lucille,Center,40.3.10,mela.ang,,,,
Lucille,Center,40.3.10,sela.eat,,,,
Lucille,Center,40.3.10,jacq.pen,,,,
Lucille,Center,40.3.10,mika.sca,,,,
Lucille,Center,40.3.10,guap.dis,,,,
Lucille,Center,40.3.10,rhus.cop,,,,
Lucille,Center,40.3.10,side.sal,,,,
Lucille,Center,40.3.10,samo.ebr,,,,
Lucille,Center,40.3.10,rhyn.min,,,,
Lucille,Center,40_100,call.ame,,,,
Lucille,Center,40_100,fore.seg,,,,
Lucille,Center,40_100,schi.san,,,,
Lucille,Center,40_100,psyc.ner,,,,
Lucille,Center,40_100,pers.pal,,,,
Lucille,Center,40_100,viti.rot,,,,
Lucille,Center,40_100,sper.rem,,,,
Lucille,Center,40_100,cono.coe,,,,
Lucille,Center,40_100,neyr.rey,,,,
Lucille,Center,40_100,bacc.glo,,,,
Lucille,Center,40_100,acal.ost,,,,
Lucille,Center,40_100,schi.rhi,,,,
Lucille,Center,40_100,dich.dic,,,,
Lucille,Center,40_100,dich.aci,,,,
Lucille,Center,40_100,psyc.ten,,,,
Lucille,Center,40_100,piri.cis,,,,
Lucille,Center,40_100,bide.alb,,,,
Lucille,Center,41.1.1,trem.mic,5,,,
Lucille,Center,41.1.1,rhyn.min,1,,,
Lucille,Center,41.1.1,chio.pin,5,,,
Lucille,Center,41.1.1,pter.bah,5,,,
Lucille,Center,41.1.1,anem.adi,10,,,
Lucille,Center,41.1.1,phys.wal,1,,,
Lucille,Center,41.1.1,mela.ang,1,,,
Lucille,Center,41.1.1,cham.hir,1,,,
Lucille,Center,41.1.1,pasp.blo,1,,,
Lucille,Center,41.1.1,schi.gra,1,,,
Lucille,Center,41.1.1,phyl.car,5,,,
Lucille,Center,41.1.1,samo.ebr,1,,,
Lucille,Center,41.1.1,pass.sub,1,,,
Lucille,Center,41.1.1,mori.roy,1,,,
Lucille,Center,41.1.1,jacq.pen,1,,,
Lucille,Center,41.1.10,bacc.glo,,,,
Lucille,Center,41.1.10,clad.jam,,,,
Lucille,Center,41.1.10,soli.lea,,,,
Lucille,Center,41.1.10,fore.seg,,,,
Lucille,Center,41.1.10,ardi.esc,,,,
Lucille,Center,41.1.10,side.sal,,,,
Lucille,Center,41.1.10,walt.ind,,,,
Lucille,Center,41.1.10,sola.don,,,,
Lucille,Center,41.1.10,rand.acu,,,,
Lucille,Center,41.1.10,smil.aur,,,,
Lucille,Center,41.1.10,anem.adi,,,,
Lucille,Center,41.4.1,thel.kun,1,,,
Lucille,Center,41.4.1,clad.jam,10,,,
Lucille,Center,41.4.1,myrs.cub,5,,,
Lucille,Center,41.4.1,trem.mic,5,,,
Lucille,Center,41.4.1,mela.ang,1,,,
Lucille,Center,41.4.1,schi.gra,5,,,
Lucille,Center,41.4.1,aris.pur,1,,,
Lucille,Center,41.4.1,pass.sub,1,,,
Lucille,Center,41.4.1,erec.hie,1,,,
Lucille,Center,41.4.1,dich.aci,1,,,
Lucille,Center,41.4.1,phys.wal,1,,,
Lucille,Center,41.4.1,chio.pin,1,,,
Lucille,Center,41.4.1,samo.ebr,1,,,
Lucille,Center,41.4.1,mori.roy,1,,,
Lucille,Center,41.4.1,phyl.car,1,,,
Lucille,Center,41.4.1,lant.str,1,,,
Lucille,Center,41.4.10,dich.ens,,,,
Lucille,Center,41.4.10,sela.eat,,,,
Lucille,Center,41.4.10,andr.glo,,,,
Lucille,Center,41.4.10,fore.seg,,,,
Lucille,Center,41.4.10,mico.bic,,,,
Lucille,Center,41.4.10,muhl.cap,,,,
Lucille,Center,41.4.10,sper.rem,,,,
Lucille,Center,41.4.10,walt.ind,,,,
Lucille,Center,41.4.10,rand.acu,,,,
Lucille,Center,41.4.10,sola.don,,,,
Lucille,Center,41.4.10,jacq.pen,,,,
Lucille,Center,41.4.10,side.sal,,,,
Lucille,Center,41.4.10,cham.hyp,,,,
Lucille,Center,41.4.10,saba.pal,,,,
Lucille,Center,41_100,soli.str,,,,
Lucille,Center,41_100,viti.rot,,,,
Lucille,Center,41_100,byrs.luc,,,,
Lucille,Center,41_100,meto.tox,,,,
Lucille,Center,41_100,schi.rhi,,,,
Lucille,Center,41_100,rhyn.col,,,,
Lucille,Center,41_100,psyc.ner,,,,
Lucille,Center,41_100,pers.pal,,,,
Lucille,Center,41_100,ambr.art,,,,
Lucille,Center,41_100,mitr.pet,,,,
Lucille,Center,41_100,chio.pin,,,,
Lucille,Edge,31.1.1,bacc.glo,10,,,
Lucille,Edge,31.1.1,clad.jam,5,,,
Lucille,Edge,31.1.1,thel.kun,5,,,
Lucille,Edge,31.1.1,boeh.cyl,10,,,
Lucille,Edge,31.1.1,anem.adi,1,,,
Lucille,Edge,31.1.1,cham.hyp,1,,,
Lucille,Edge,31.1.1,flav.lin,1,,,
Lucille,Edge,31.1.1,pass.sub,1,,,
Lucille,Edge,31.1.1,mela.ang,1,,,
Lucille,Edge,31.1.1,phys.wal,1,,,
Lucille,Edge,31.1.1,bide.alb,1,,,
Lucille,Edge,31.1.1,scle.ver,1,,,
Lucille,Edge,31.1.1,ruel.suc,1,,,
Lucille,Edge,31.1.1,lyth.ala,1,,,
Lucille,Edge,31.1.1,pasp.blo,1,,,
Lucille,Edge,31.1.1,schi.gra,1,,,
Lucille,Edge,31.1.1,soli.str,1,,,
Lucille,Edge,31.1.1,dich.dic,1,,,
Lucille,Edge,31.1.1,sper.rem,1,,,
Lucille,Edge,31.1.1,mitr.pet,1,,,
Lucille,Edge,31.1.1,sola.don,1,,,
Lucille,Edge,31.1.1,rhyn.col,1,,,
Lucille,Edge,31.1.1,schi.hiz,1,,,
Lucille,Edge,31.1.1,cham.con,1,,,
Lucille,Edge,31.1.1,chap.alb,1,,,
Lucille,Edge,31.1.1,sela.eat,1,,,
Lucille,Edge,31.1.1,pani.ver,1,,,
Lucille,Edge,31.1.1,hypt.ala,1,,,
Lucille,Edge,31.1.10,symp.adn,,,,
Lucille,Edge,31.1.10,pasp.mon,,,,
Lucille,Edge,31.1.10,dysc.ang,,,,
Lucille,Edge,31.1.10,dich.aci,,,,
Lucille,Edge,31.1.10,phyl.car,,,,
Lucille,Edge,31.1.10,cham.hir,,,,
Lucille,Edge,31.1.10,schi.san,,,,
Lucille,Edge,31.1.10,core.lea,,,,
Lucille,Edge,31.1.10,ipom.sag,,,,
Lucille,Edge,31.1.10,psyc.ner,,,,
Lucille,Edge,31.1.10,andr.glo,,,,
Lucille,Edge,31.1.10,viti.cin,,,,
Lucille,Edge,31.1.10,samo.ebr,,,,
Lucille,Edge,31.1.10,cype.pol,,,,
Lucille,Edge,31.1.10,pass.sub,,,,
Lucille,Edge,31.1.10,hype.hyp,,,,
Lucille,Edge,31.1.10,pter.bah,,,,
Lucille,Edge,31.1.10,pasp.mon,,,,
Lucille,Edge,31.4.1,pter.bah,55,,,
Lucille,Edge,31.4.1,mela.ang,1,,,
Lucille,Edge,31.4.1,rhyn.col,10,,,
Lucille,Edge,31.4.1,anem.adi,1,,,
Lucille,Edge,31.4.1,thel.kun,1,,,
Lucille,Edge,31.4.1,cham.hir,1,,,
Lucille,Edge,31.4.1,chio.pin,1,,,
Lucille,Edge,31.4.1,evol.ser,1,,,
Lucille,Edge,31.4.1,pasp.blo,1,,,
Lucille,Edge,31.4.1,cris.hor,5,,,
Lucille,Edge,31.4.1,symp.adn,1,,,
Lucille,Edge,31.4.1,chap.alb,1,,,
Lucille,Edge,31.4.1,phys.wal,1,,,
Lucille,Edge,31.4.1,sper.tet,1,,,
Lucille,Edge,31.4.1,phyl.car,1,,,
Lucille,Edge,31.4.1,andr.glo,1,,,
Lucille,Edge,31.4.10,diod.yir,,,,
Lucille,Edge,31.4.10,clad.jam,,,,
Lucille,Edge,31.4.10,cham.hyp,,,,
Lucille,Edge,31.4.10,sela.eat,,,,
Lucille,Edge,31.4.10,pass.sub,,,,
Lucille,Edge,31.4.10,eulo.gra,,,,
Lucille,Edge,31.4.10,schi.san,,,,
Lucille,Edge,31.4.10,soli.lea,,,,
Lucille,Edge,31_100,cham.hir,,,,
Lucille,Edge,31_100,asem.vio,,,,
Lucille,Edge,31_100,marc.lat,,,,
Lucille,Edge,31_100,bacc.glo,,,,
Lucille,Edge,31_100,mitr.pet,,,,
Lucille,Edge,31_100,sagi.lan,,,,
Lucille,Edge,31_100,pasp.cae,,,,
Lucille,Edge,31_100,part.hys,,,,
Lucille,Edge,31_100,schi.rhi,,,,
Lucille,Edge,31_100,cros.ili,,,,
Lucille,Edge,31_100,seta.par,,,,
Lucille,Edge,31_100,muhl.cap,,,,
Lucille,Edge,31_100,eust.pet,,,,
Lucille,Edge,31_100,anag.ber,,,,
Lucille,Edge,31_100,piri.cis,,,,
Lucille,Edge,31_100,side.rec,,,,
Lucille,Edge,31_100,spar.bak,,,,
Lucille,Edge,31_100,ambr.art,,,,
Lucille,Edge,32.2.1,pasp.mon,20,,,
Lucille,Edge,32.2.1,marc.lat,20,,,
Lucille,Edge,32.2.1,rhus.cop,5,,,
Lucille,Edge,32.2.1,phys.wal,10,,,
Lucille,Edge,32.2.1,thel.kun,5,,,
Lucille,Edge,32.2.1,pasp.blo,30,,,
Lucille,Edge,32.2.1,pass.sub,10,,,
Lucille,Edge,32.2.1,soli.lea,1,,,
Lucille,Edge,32.2.1,mela.ang,1,,,
Lucille,Edge,32.2.1,cham.hyp,1,,,
Lucille,Edge,32.2.1,myrs.cub,1,,,
Lucille,Edge,32.2.1,bide.alb,1,,,
Lucille,Edge,32.2.1,cham.hir,5,,,
Lucille,Edge,32.2.1,lant.inv,1,,,
Lucille,Edge,32.2.10,part.hys,,,,
Lucille,Edge,32.2.10,phyl.car,,,,
Lucille,Edge,32.2.10,pter.bah,,,,
Lucille,Edge,32.2.10,andr.glo,,,,
Lucille,Edge,32.2.10,eust.pet,,,,
Lucille,Edge,32.2.10,schi.gra,,,,
Lucille,Edge,32.2.10,schi.san,,,,
Lucille,Edge,32.2.10,asem.vio,,,,
Lucille,Edge,32.2.10,piri.cis,,,,
Lucille,Edge,32.2.10,pasp.mon,,,,
Lucille,Edge,32.4.1,rhyn.col,5,,,
Lucille,Edge,32.4.1,schi.gra,15,,,
Lucille,Edge,32.4.1,pasp.blo,1,,,
Lucille,Edge,32.4.1,bide.alb,10,,,
Lucille,Edge,32.4.1,thel.kun,5,,,
Lucille,Edge,32.4.1,pter.bah,15,,,
Lucille,Edge,32.4.1,phyl.car,5,,,
Lucille,Edge,32.4.1,cham.hir,1,,,
Lucille,Edge,32.4.1,cham.hyp,5,,,
Lucille,Edge,32.4.1,cham.con,1,,,
Lucille,Edge,32.4.1,pass.sub,1,,,
Lucille,Edge,32.4.1,bacc.glo,1,,,
Lucille,Edge,32.4.1,marc.lat,1,,,
Lucille,Edge,32.4.1,anem.adi,1,,,
Lucille,Edge,32.4.1,phys.wal,1,,,
Lucille,Edge,32.4.1,asem.vio,5,,,
Lucille,Edge,32.4.1,evol.ser,1,,,
Lucille,Edge,32.4.1,lyth.ala,1,,,
Lucille,Edge,32.4.1,mitr.pet,5,,,
Lucille,Edge,32.4.1,sida.rho,1,,,
Lucille,Edge,32.4.1,rhyn.mc,1,,,
Lucille,Edge,32.4.1,cros.ili,1,,,
Lucille,Edge,32.4.1,flav.lin,1,,,
Lucille,Edge,32.4.1,cony.can,1,,,
Lucille,Edge,32.4.1,andr.glo,1,,,
Lucille,Edge,32.4.1,eust.pet,5,,,
Lucille,Edge,32.4.1,sola.don,1,,,
Lucille,Edge,32.4.10,Sali.car,,,,
Lucille,Edge,32.4.10,pers.pal,,,,
Lucille,Edge,32.4.10,pani.vir,,,,
Lucille,Edge,32.4.10,ambr.art,,,,
Lucille,Edge,32.4.10,sela.eat,,,,
Lucille,Edge,32.4.10,boem.cyl,,,,
Lucille,Edge,32.4.10,rand.acu,,,,
Lucille,Edge,32.4.10,sper.tet,,,,
Lucille,Edge,32.4.10,side.rec,,,,
Lucille,Edge,32_100,samo.ebr,,,,
Lucille,Edge,32_100,walt.ind,,,,
Lucille,Edge,32_100,mika.sca,,,,
Lucille,Edge,32_100,card.mic,,,,
Lucille,Edge,32_100,schi.rhi,,,,
Lucille,Edge,32_100,chio.pin,,,,
Lucille,Edge,32_100,ipom.sag,,,,
Lucille,Edge,32_100,hype.hyp,,,,
Lucille,Edge,32_100,mori.roy,,,,
Lucille,Edge,32_100,scle.ver,,,,
Lucille,Edge,32_100,clad.jam,,,,
Lucille,Edge,32_100,byrs.luc,,,,
Lucille,Edge,32_100,erec.hie,,,,
Lucille,Edge,32_100,pasp.mon,,,,
Lucille,Edge,40.1.1,clad.jam,70,,,
Lucille,Edge,40.1.1,pasp.blo,5,,,
Lucille,Edge,40.1.1,mela.ang,5,,,
Lucille,Edge,40.1.1,pter.bah,5,,,
Lucille,Edge,40.1.1,chio.pin,5,,,
Lucille,Edge,40.1.1,stac.jam,1,,,
Lucille,Edge,40.1.1,phyl.car,1,,,
Lucille,Edge,40.1.1,thel.kun,1,,,
Lucille,Edge,40.1.1,anem.adi,1,,,
Lucille,Edge,40.1.1,phys.wal,1,,,
Lucille,Edge,40.1.10,bide.alb,,,,
Lucille,Edge,40.1.10,pass.sub,,,,
Lucille,Edge,40.1.10,soli.lea,,,,
Lucille,Edge,40.1.10,champ.sp.,,,,
Lucille,Edge,40.1.10,andr.glo,,,(hir/opt),
Lucille,Edge,40.1.10,rhyn.col,,,,
Lucille,Edge,40.1.10,evol.ser,,,,
Lucille,Edge,40.1.10,unkn.aste,,,,
Lucille,Edge,40.1.10,thel.kun,,,(emil),
Lucille,Edge,40.3.1,anem.adi,15,,,
Lucille,Edge,40.3.1,pasp.blo,1,,,
Lucille,Edge,40.3.1,seta.par,1,,,
Lucille,Edge,40.3.1,pasp.mon,5,,,
Lucille,Edge,40.3.1,chio.pin,50,,,
Lucille,Edge,40.3.1,unkn.dico,5,,,
Lucille,Edge,40.3.1,sper.tet,1,,(ruel),
Lucille,Edge,40.3.1,cham.hir,1,,,
Lucille,Edge,40.3.1,mela.ang,1,,,
Lucille,Edge,40.3.1,euph.sp.,1,,,
Lucille,Edge,40.3.1,clad.jam,1,,(het/cya),
Lucille,Edge,40.3.1,sola.don,1,,,
Lucille,Edge,40.3.1,phys.wal,1,,,
Lucille,Edge,40.3.1,sida.rho,1,,,
Lucille,Edge,40.3.1,bide.alb,1,,,
Lucille,Edge,40.3.1,phyl.car,1,,,
Lucille,Edge,40.3.1,corc.sil,1,,,
Lucille,Edge,40.3.1,rhyn.col,1,,,
Lucille,Edge,40.3.10,symp.adn,,,,
Lucille,Edge,40.3.10,chap.alb,,,,
Lucille,Edge,40.3.10,part.hys,,,,
Lucille,Edge,40.3.10,pter.bah,,,,
Lucille,Edge,40.3.10,digi.vio,,,,
Lucille,Edge,40.3.10,andr.glo,,,,
Lucille,Edge,40.3.10,mori.roy,,,,
Lucille,Edge,40.3.10,meli.rep,,,,
Lucille,Edge,40.3.10,cham.hyp,,,,
Lucille,Edge,40.3.10,asme.vio,,,,
Lucille,Edge,40.3.10,bacc.glo,,,,
Lucille,Edge,40.3.10,jacq.pen,,,,
Lucille,Edge,40.3.10,samo.ebr,,,,
Lucille,Edge,40.3.10,myrs.cub,,,,
Lucille,Edge,40.3.10,pass.sub,,,,
Lucille,Edge,40.3.10,unkn.rubi,,,,
Lucille,Edge,40.3.10,rhus.cop,,,(spe/dio),
Lucille,Edge,40_100,mitr.pet,,,,
Lucille,Edge,40_100,soli.lea,,,,
Lucille,Edge,40_100,soli.str,,,,
Lucille,Edge,40_100,champ.sp.,,,,
Lucille,Edge,40_100,ipom.sag,,,,
Lucille,Edge,40_100,marc.lat,,,,
Lucille,Edge,40_100,stac.jam,,,,
Lucille,Edge,40_100,boeh.cyl,,,,
Lucille,Edge,40_100,eust.pet,,,,
Lucille,Edge,40_100,eulo.alt,,,,
Lucille,Edge,40_100,side.rec,,,,
Lucille,Edge,40_100,andr.glo,,,,
Lucille,Edge,41.1.1,pasp.mon,20,,,
Lucille,Edge,41.1.1,cham.hyp,30,,,
Lucille,Edge,41.1.1,mela.ang,1,,,
Lucille,Edge,41.1.1,pter.bah,1,,,
Lucille,Edge,41.1.1,thel.kun,1,,,
Lucille,Edge,41.1.1,anem.adi,5,,,
Lucille,Edge,41.1.1,cham.con,1,,,
Lucille,Edge,41.1.1,evol.ser,1,,,
Lucille,Edge,41.1.1,pasp.blo,1,,,
Lucille,Edge,41.1.1,part.hys,10,,,
Lucille,Edge,41.1.1,phys.wal,1,,,
Lucille,Edge,41.1.1,chio.pin,1,,,
Lucille,Edge,41.1.1,rhyn.col,1,,,
Lucille,Edge,41.1.1,symp.adn,1,,,
Lucille,Edge,41.1.1,rhus.cop,1,,,
Lucille,Edge,41.1.10,bide.alb,,,,
Lucille,Edge,41.1.10,soli.lea,,,,
Lucille,Edge,41.1.10,bacc.glo,,,,
Lucille,Edge,41.1.10,pass.sub,,,,
Lucille,Edge,41.1.10,soli.str,,,,
Lucille,Edge,41.1.10,macr.lat,,,,
Lucille,Edge,41.1.10,asem.vio,,,,
Lucille,Edge,41.1.10,phyl.car,,,,
Lucille,Edge,41.1.10,dich.dic,,,,
Lucille,Edge,41.1.10,ambr.art,,,,
Lucille,Edge,41.4.1,bide.alb,15,,,
Lucille,Edge,41.4.1,schi.gra,15,,,
Lucille,Edge,41.4.1,thel.kun,5,,,
Lucille,Edge,41.4.1,sida.rho,15,,,
Lucille,Edge,41.4.1,pasp.blo,5,,,
Lucille,Edge,41.4.1,part.hys,20,,,
Lucille,Edge,41.4.1,bacc.glo,1,,,
Lucille,Edge,41.4.1,phys.wal,1,,,
Lucille,Edge,41.4.1,anem.adi,1,,,
Lucille,Edge,41.4.1,macr.lat,1,,,
Lucille,Edge,41.4.1,phyl.car,1,,,
Lucille,Edge,41.4.1,pter.bah,1,,,
Lucille,Edge,41.4.1,andr.glo,1,,,
Lucille,Edge,41.4.1,cham.hir,5,,,
Lucille,Edge,41.4.1,meli.rep,1,,,
Lucille,Edge,41.4.1,mela.ang,1,,,
Lucille,Edge,41.4.1,cham.hyp,5,,,
Lucille,Edge,41.4.1,sper.ver,1,,,
Lucille,Edge,41.4.1,pass.sub,1,,,
Lucille,Edge,41.4.10,rhus.cop,,,,
Lucille,Edge,41.4.10,lyth.ala,,,,
Lucille,Edge,41.4.10,pers.pal,,,,
Lucille,Edge,41.4.10,mitr.pet,,,,
Lucille,Edge,41.4.10,chap.alb,,,,
Lucille,Edge,41.4.10,sper.tet,,,,
Lucille,Edge,41.4.10,cono.coe,,,,
Lucille,Edge,41.4.10,asem.vio,,,,
