Site,Plot,Subplot,GenusSpecies,CoverPerc,Family,Genus,Species
Navy Wells 39,Center,32.2.1,schi.sp.,20,,,
Navy Wells 39,Center,32.2.1,sorg.sec,15,,,
Navy Wells 39,Center,32.2.1,rhyn.ren,1,,,
Navy Wells 39,Center,32.2.1,crot.lin,1,,,
Navy Wells 39,Center,32.2.1,cass.fil,5,,,
Navy Wells 39,Center,32.2.1,acal.cha,5,,,
Navy Wells 39,Center,32.2.1,ayen.eup,1,,,
Navy Wells 39,Center,32.2.1,pter.aqu,1,,,
Navy Wells 39,Center,32.2.1,meta.blo,1,,,
Navy Wells 39,Center,32.2.1,chio.par,1,,,
Navy Wells 39,Center,32.2.1,pass.sub,1,,,
Navy Wells 39,Center,32.2.1,unkn.asteracae,1,,,
Navy Wells 39,Center,32.2.1,phyl.pen,1,,,
Navy Wells 39,Center,32.2.1,ange.ber,1,,,
Navy Wells 39,Center,32.2.1,pasp.blo,1,,,
Navy Wells 39,Center,32.2.10,coco.arg,,,,
Navy Wells 39,Center,32.2.10,mela.niv,,,,
Navy Wells 39,Center,32.2.10,lant.dep,,,,
Navy Wells 39,Center,32.2.10,unkn.rubi,,rubiacea,,
Navy Wells 39,Center,32.2.10,gali.sp.,,,,
Navy Wells 39,Center,32.2.10,unkn.dicot,,,,
Navy Wells 39,Center,32.2.10,piri.car,,,,
Navy Wells 39,Center,32.2.10,cham.dee,,,,
Navy Wells 39,Center,32.2.10,byrs.ruc,,,,
Navy Wells 39,Center,32.2.10,rhus.cop,,,,
Navy Wells 39,Center,32.2.10,echi.umb,,,,
Navy Wells 39,Center,32.2.10,symp.adn,,,,
Navy Wells 39,Center,32.2.10,pter.aqu,,,,
Navy Wells 39,Center,32.2.10,sere.rep,,,,
Navy Wells 39,Center,32.2.10,crot.sp.,,,,
Navy Wells 39,Center,32.2.10,toxi.rad,,,,
Navy Wells 39,Center,32.2.10,andr.sp.,,,,
Navy Wells 39,Center,32.2.10,ardi.sp.,,,,
Navy Wells 39,Center,32.2.10,phys.wal,,,,
Navy Wells 39,Center,32.4.1,zami.int,5,,,
Navy Wells 39,Center,32.4.1,pter.aqu,5,,,
Navy Wells 39,Center,32.4.1,cass.fil,1,,,
Navy Wells 39,Center,32.4.1,toxi.rad,1,,,
Navy Wells 39,Center,32.4.1,unkn.faba,1,,,
Navy Wells 39,Center,32.4.1,acal.cha,1,,,
Navy Wells 39,Center,32.4.1,cnid.sti,1,,,
Navy Wells 39,Center,32.4.1,rhyn.ren,1,,,
Navy Wells 39,Center,32.4.1,cham.dee,1,,,
Navy Wells 39,Center,32.4.1,rhus.cop,1,,,
Navy Wells 39,Center,32.4.1,ayen.eup,1,,,
Navy Wells 39,Center,32.4.1,schi.sp.,20,,,
Navy Wells 39,Center,32.4.1,schi.gra,5,,,
Navy Wells 39,Center,32.4.1,meta.blo,1,,,
Navy Wells 39,Center,32.4.1,symp.adn,1,,,
Navy Wells 39,Center,32.4.1,evol.ser,1,,,
Navy Wells 39,Center,32.4.1,unkn.grass1,1,,,(dichantium?)
Navy Wells 39,Center,32.4.1,sorg.sec,10,,,
Navy Wells 39,Center,32.4.1,unkn.aster,1,,,
Navy Wells 39,Center,32.4.10,unkn.malvace,,,,
Navy Wells 39,Center,32.4.10,piri.car,,,,
Navy Wells 39,Center,32.4.10,sorg.sec,,,,
Navy Wells 39,Center,32.4.10,toxi.rad,,,,
Navy Wells 39,Center,32.4.10,soli.odo,,,,
Navy Wells 39,Center,32.4.10,koan.vil,,,,
Navy Wells 39,Center,32.4.10,asem.vio,,,,
Navy Wells 39,Center,32.4.10,phyl.pen,,,,
Navy Wells 39,Center,32.4.10,phyl.wal,,,,
Navy Wells 39,Center,32.4.10,meta.blo,,,,
Navy Wells 39,Center,32.4.10,andr.sp.,,,,
Navy Wells 39,Center,32.4.10,coco.arg,,,,
Navy Wells 39,Center,32.4.10,mela.niv,,,,
Navy Wells 39,Center,32_100,buch.ame,,,,
Navy Wells 39,Center,32_100,smil.aur,,,,
Navy Wells 39,Center,32_100,fors.seg,,,,
Navy Wells 39,Center,32_100,smil.hav,,,,
Navy Wells 39,Center,32_100,unkn.rubi,,rubiacea,,
Navy Wells 39,Center,32_100,side.sal,,,,
Navy Wells 39,Center,32_100,echi.umb,,,,
Navy Wells 39,Center,32_100,crot.sp.,,,,
Navy Wells 39,Center,32_100,byrs.luc,,,,
Navy Wells 39,Center,32_100,arde.sp.,,,,
Navy Wells 39,Center,32_100,rhyn.flo,,,,
Navy Wells 39,Center,40.1.1,guet.ang,1,,,
Navy Wells 39,Center,40.1.1,sorg.sec,5,,,
Navy Wells 39,Center,40.1.1,cass.fil,5,,,
Navy Wells 39,Center,40.1.1,rhyn.flo,1,,,
Navy Wells 39,Center,40.1.1,meta.blo,1,,,
Navy Wells 39,Center,40.1.1,cham.dee,1,,,
Navy Wells 39,Center,40.1.1,pity.gra,1,,,
Navy Wells 39,Center,40.1.1,chio.pir,1,,,
Navy Wells 39,Center,40.1.1,acal.cha,1,,,
Navy Wells 39,Center,40.1.1,piri.car,1,,,
Navy Wells 39,Center,40.1.1,crot.lin,1,,,
Navy Wells 39,Center,40.1.1,schi.san,10,,,
Navy Wells 39,Center,40.1.1,schi.gra,5,,,
Navy Wells 39,Center,40.1.1,rhyn.ren,1,,,
Navy Wells 39,Center,40.1.1,poly.boy,1,,,
Navy Wells 39,Center,40.1.1,pasp.sp.,1,,,
Navy Wells 39,Center,40.1.10,pinu.ell,,,,
Navy Wells 39,Center,40.1.10,mela.niv,,,,
Navy Wells 39,Center,40.1.10,guet.ell,,,,
Navy Wells 39,Center,40.1.10,byrs.luc,,,,
Navy Wells 39,Center,40.1.10,acal.cha,,,,
Navy Wells 39,Center,40.1.10,jacq.cur,,,,
Navy Wells 39,Center,40.1.10,fors.seg,,,,
Navy Wells 39,Center,40.1.10,snid.sti,,,,
Navy Wells 39,Center,40.1.10,cham.dee,,,,
Navy Wells 39,Center,40.1.10,pass.sub,,,,
Navy Wells 39,Center,40.1.10,symp.adn,,,,
Navy Wells 39,Center,40.3.1,zami.int,5,,,
Navy Wells 39,Center,40.3.1,pter.aqu,1,,,
Navy Wells 39,Center,40.3.1,ipom.mic,1,,,
Navy Wells 39,Center,40.3.1,schi.san,15,,,
Navy Wells 39,Center,40.3.1,desm.mar,1,,,
Navy Wells 39,Center,40.3.1,schi.gra,1,,,
Navy Wells 39,Center,40.3.1,cass.fil,1,,,
Navy Wells 39,Center,40.3.1,phyl.pen,1,,,
Navy Wells 39,Center,40.3.1,toxi.rad,1,,,
Navy Wells 39,Center,40.3.1,phys.wal,1,,,
Navy Wells 39,Center,40.3.1,symp.adn,1,,,
Navy Wells 39,Center,40.3.1,acal.cha,1,,,
Navy Wells 39,Center,40.3.1,rhyn.ren,1,,,
Navy Wells 39,Center,40.3.1,cham.dee,1,,,
Navy Wells 39,Center,40.3.1,rhus.cop,1,,,
Navy Wells 39,Center,40.3.1,sorg.sec,1,,,
Navy Wells 39,Center,40.3.1,pasp.blo,1,,,
Navy Wells 39,Center,40.3.1,euph.poi,1,,,
Navy Wells 39,Center,40.3.1,pass.sub,1,,,
Navy Wells 39,Center,40.3.1,gaur.ang,1,,,
Navy Wells 39,Center,40.3.10,chio.par,,,,
Navy Wells 39,Center,40.3.10,guet.sca,,,,
Navy Wells 39,Center,40.3.10,mela.niv,,,,
Navy Wells 39,Center,40.3.10,crot.pum,,,,
Navy Wells 39,Center,40.3.10,side.sal,,,,
Navy Wells 39,Center,40.3.10,crot.lin,,,,
Navy Wells 39,Center,40.3.10,koan.vil,,,,
Navy Wells 39,Center,40.3.10,piri.car,,,,
Navy Wells 39,Center,40.3.10,unkn.grass1,,,,
Navy Wells 39,Center,40.3.10,evol.ser,,,,
Navy Wells 39,Center,40.3.10,rhyn.min,,,,
Navy Wells 39,Center,40.3.10,smil.aur,,,,
Navy Wells 39,Center,40.3.10,part.qui,,,,
Navy Wells 39,Center,40.3.10,andr.ter,,,,
Navy Wells 39,Center,40.3.10,viti.rot,,,,
Navy Wells 39,Center,40.3.10,saba.pal,,,,
Navy Wells 39,Center,40.3.10,poly.boy,,,,
Navy Wells 39,Center,40_100,andr.glo,,,,
Navy Wells 39,Center,40_100,guet.sca,,,,
Navy Wells 39,Center,40_100,cros.ili,,,,
Navy Wells 39,Center,40_100,cnid.sti,,,,
Navy Wells 39,Center,40_100,lant.dep,,,,
Navy Wells 39,Center,40_100,cirs.hor,,,,
Navy Wells 39,Center,40_100,myrs.cub,,,,
Navy Wells 39,Center,40_100,coco.arg,,,,
Navy Wells 39,Center,40_100,anga.ber,,,,
Navy Wells 39,Center,40_100,asem.vio,,,,
Navy Wells 39,Center,40_100,tetr.bic,,,,
Navy Wells 39,Center,40_100,mela.par,,,,
Navy Wells 39,Center,40_100,ardi.esc,,,,
Navy Wells 39,Center,40_100,buch.ame,,,,
Navy Wells 39,Center,40_100,chio.pin,,,,
Navy Wells 39,Center,40_100,gaur.ang,,,,
Navy Wells 39,Center,40_100,crot.pum,,,,
Navy Wells 39,Center,40_100,ayen.eup,,,,
Navy Wells 39,Center,40_100,guet.ell,,,,
Navy Wells 39,Center,40_100,pity.gr,,,,
Navy Wells 39,Center,40_100,koan.vil,,,,
Navy Wells 39,Center,41.1.1,cham.dee,1,,,
Navy Wells 39,Center,41.1.1,rhyn.ren,1,,,
Navy Wells 39,Center,41.1.1,crot.lin,5,,,
Navy Wells 39,Center,41.1.1,pter.aqu,1,,,
Navy Wells 39,Center,41.1.1,phyl.wal,1,,,
Navy Wells 39,Center,41.1.1,piri.cis,1,,,
Navy Wells 39,Center,41.1.1,acal.cha,1,,,
Navy Wells 39,Center,41.1.1,ayen.eup,1,,,
Navy Wells 39,Center,41.1.1,symp.adn,1,,,
Navy Wells 39,Center,41.1.1,cass.fil,5,,,
Navy Wells 39,Center,41.1.1,schi.san,30,,,
Navy Wells 39,Center,41.1.1,toxi.rad,1,,,
Navy Wells 39,Center,41.1.1,pasp.cae,1,,,
Navy Wells 39,Center,41.1.1,asem.vio,1,,,
Navy Wells 39,Center,41.1.1,cnid.sti,1,,,
Navy Wells 39,Center,41.1.1,abil.ova,1,,,
Navy Wells 39,Center,41.1.1,phyl.pen,1,,,
Navy Wells 39,Center,41.1.1,lant.dep,1,,,
Navy Wells 39,Center,41.1.1,mela.par,1,,,
Navy Wells 39,Center,41.1.1,smil.aur,1,,,
Navy Wells 39,Center,41.1.10,coco.arg,,,,
Navy Wells 39,Center,41.1.10,schi.ri,,,,
Navy Wells 39,Center,41.1.10,koan.vil,,,,
Navy Wells 39,Center,41.1.10,meta.blo,,,,
Navy Wells 39,Center,41.1.10,sorg.sec,,,,
Navy Wells 39,Center,41.1.10,rhyn.flo,,rhyn.florhus.cop,,
Navy Wells 39,Center,41.1.10,pass.sub,,,,
Navy Wells 39,Center,41.1.10,pity.gra,,,,
Navy Wells 39,Center,41.1.10,gau.ang,,,,
Navy Wells 39,Center,41.1.10,cirs.hor,,,,
Navy Wells 39,Center,41.1.10,eust.pet,,,,
Navy Wells 39,Center,41.1.10,schi.gra,,,,
Navy Wells 39,Center,41.1.10,pasp.blo,,,,
Navy Wells 39,Center,41.1.10,chio.pin,,,,
Navy Wells 39,Center,41.4.1,rhus.cop,10,,,
Navy Wells 39,Center,41.4.1,pter.aqu,20,,,
Navy Wells 39,Center,41.4.1,viti.rot,5,,,
Navy Wells 39,Center,41.4.1,toxi.rad,5,,,
Navy Wells 39,Center,41.4.1,schi.san,20,,,
Navy Wells 39,Center,41.4.1,crot.pum,1,,,
Navy Wells 39,Center,41.4.1,koan.vil,1,,,
Navy Wells 39,Center,41.4.1,gali.his,1,,,
Navy Wells 39,Center,41.4.1,schi.gra,1,,,
Navy Wells 39,Center,41.4.1,soli.odo,1,,,
Navy Wells 39,Center,41.4.10,smil.aur,,,,
Navy Wells 39,Center,41.4.10,pasp.cae,,,,
Navy Wells 39,Center,41.4.10,myrs.cub,,,,
Navy Wells 39,Center,41.4.10,sorg.sec,,,,
Navy Wells 39,Center,41.4.10,pytr.gra,,,,
Navy Wells 39,Center,41.4.10,cass.fil,,,,
Navy Wells 39,Center,41.4.10,side.sal,,,,
Navy Wells 39,Center,41.4.10,piri.cis,,,,
Navy Wells 39,Center,41.4.10,rhyn.ren,,,,
Navy Wells 39,Center,41.4.10,agal.fas,,,,
Navy Wells 39,Center,41.4.10,rhyn.flo,,,,
Navy Wells 39,Center,41.4.10,symp.adn,,,,
Navy Wells 39,Center,41.4.10,euph.del,,,,
Navy Wells 39,Center,41.4.10,pasp.blo,,,,
Navy Wells 39,Center,41.4.10,andr.sp.,,,,
Navy Wells 39,Center,41_100,saba.pal,,,,
Navy Wells 39,Center,41_100,fors.seg,,,,
Navy Wells 39,Center,41_100,myri.cer,,,,
Navy Wells 39,Center,41_100,zami.int,,,,
Navy Wells 39,Center,41_100,poly.boy,,,,
Navy Wells 39,Center,41_100,anga.ber,,,,
Navy Wells 39,Center,41_100,desm.mar,,,,
Navy Wells 39,Center,41_100,call.ame,,,,
Navy Wells 39,Center,41_100,smil.hav,,,,
Navy Wells 39,Center,41_100,crot.pum,,,,
Navy Wells 39,Center,41_100,pter.bah,,,,
Navy Wells 39,Center,41_100,ardi.esc,,,,
Navy Wells 39,Center,41_100,part.qui,,,,
Navy Wells 39,Center,41_100,muhl.cop,,,,
Navy Wells 39,Center,41_100,ascl.tub,,,,
Navy Wells 39,Center,41_100,byrs.luc,,,,
Navy Wells 39,Center,41_100,spor.sun,,,,
Navy Wells 39,Center,41_100,echi.umb,,,,
Navy Wells 39,Edge,31.1.1,rhus.cop,5,,,
Navy Wells 39,Edge,31.1.1,cass.fil,5,,,
Navy Wells 39,Edge,31.1.1,pter.aqu,10,,,
Navy Wells 39,Edge,31.1.1,smil.aur,5,,,
Navy Wells 39,Edge,31.1.1,pass.sub,1,,,
Navy Wells 39,Edge,31.1.1,schi.san,30,,,
Navy Wells 39,Edge,31.1.1,phyl.pen,1,,,
Navy Wells 39,Edge,31.1.1,toxi.rad,1,,,
Navy Wells 39,Edge,31.1.1,sorg.sec,5,,,
Navy Wells 39,Edge,31.1.10,jacq.cur,,,,
Navy Wells 39,Edge,31.1.10,desm.mar,,,,
Navy Wells 39,Edge,31.1.10,part.qui,,,,
Navy Wells 39,Edge,31.1.10,zami.int,,,,
Navy Wells 39,Edge,31.1.10,pasp.blo,,,,
Navy Wells 39,Edge,31.1.10,ardi.esc,,,,
Navy Wells 39,Edge,31.1.10,guet.esc,,,,
Navy Wells 39,Edge,31.1.10,cros.ili,,,,
Navy Wells 39,Edge,31.1.10,phys.wal,,,,
Navy Wells 39,Edge,31.1.10,smil.hav,,,,
Navy Wells 39,Edge,31.1.10,side.sal,,,,
Navy Wells 39,Edge,31.1.10,koan.vil,,,,
Navy Wells 39,Edge,31.1.10,soil.odo,,,,
Navy Wells 39,Edge,31.1.10,andro.glo,,,,
Navy Wells 39,Edge,31.1.10,crot.lin,,,,
Navy Wells 39,Edge,31.4.1,pter.aqu,25,,,
Navy Wells 39,Edge,31.4.1,guet.sca,1,,,
Navy Wells 39,Edge,31.4.1,toxi.rad,1,,,
Navy Wells 39,Edge,31.4.1,piri.car,1,,,
Navy Wells 39,Edge,31.4.1,trag.sax,1,,,
Navy Wells 39,Edge,31.4.1,ayen.eup,1,,,
Navy Wells 39,Edge,31.4.1,schi.gra,1,,,
Navy Wells 39,Edge,31.4.1,schi.san,1,,,
Navy Wells 39,Edge,31.4.1,cham.dee,5,,,
Navy Wells 39,Edge,31.4.1,sorg.sec,1,,,
Navy Wells 39,Edge,31.4.1,cymp.adn,1,,,
Navy Wells 39,Edge,31.4.1,cass.fil,1,,,
Navy Wells 39,Edge,31.4.1,phyl.pen,1,,,
Navy Wells 39,Edge,31.4.10,koan.vil,,,,
Navy Wells 39,Edge,31.4.10,poly.boy,,,,
Navy Wells 39,Edge,31.4.10,symp.adn,,,,
Navy Wells 39,Edge,31.4.10,desm.mar,,,,
Navy Wells 39,Edge,31.4.10,rhus.cop,,,,
Navy Wells 39,Edge,31.4.10,macr.lit,,,,
Navy Wells 39,Edge,31.4.10,agal.fac,,,,
Navy Wells 39,Edge,31.4.10,smil.aur,,,,
Navy Wells 39,Edge,31.4.10,saba.pal,,,,
Navy Wells 39,Edge,31.4.10,viti.rot,,,,
Navy Wells 39,Edge,31_100,guet.ell,,,,
Navy Wells 39,Edge,31_100,echi.ymb,,,,
Navy Wells 39,Edge,31_100,coco.arg,,,,
Navy Wells 39,Edge,31_100,sere.rep,,,,
Navy Wells 39,Edge,31_100,byrs.luc,,,,
Navy Wells 39,Edge,31_100,smil.hav,,,,
Navy Wells 39,Edge,31_100,rand.acu,,,,
Navy Wells 39,Edge,31_100,ardi.esc,,,,
Navy Wells 39,Edge,31_100,crot.pum,,,,
Navy Wells 39,Edge,31_100,mela.niv,,,,
Navy Wells 39,Edge,31_100,fors.seg,,,,
Navy Wells 39,Edge,31_100,myrs.cub,,,,
Navy Wells 39,Edge,31_100,side.sal,,,,
Navy Wells 39,Edge,32.2.1,andr.ter,15,,,
Navy Wells 39,Edge,32.2.1,schi.gra,10,,,
Navy Wells 39,Edge,32.2.1,pter.aqu,10,,,
Navy Wells 39,Edge,32.2.1,rhus.cop,5,,,
Navy Wells 39,Edge,32.2.1,cass.fil,1,,,
Navy Wells 39,Edge,32.2.1,viti.rot,5,,,
Navy Wells 39,Edge,32.2.1,rhyn.min,1,,,
Navy Wells 39,Edge,32.2.1,pasp.cae,1,,,
Navy Wells 39,Edge,32.2.1,cham.hyp,1,,,
Navy Wells 39,Edge,32.2.1,ipom.tri,1,,,
Navy Wells 39,Edge,32.2.10,side.sal,,,,
Navy Wells 39,Edge,32.2.10,cony.can,,,,
Navy Wells 39,Edge,32.2.10,zami.int,,,,
Navy Wells 39,Edge,32.2.10,smil.aur,,,,
Navy Wells 39,Edge,32.2.10,soli.odo,,,,
Navy Wells 39,Edge,32.2.10,mori.roy,,,,
Navy Wells 39,Edge,32.2.10,toxi.rad,,,,
Navy Wells 39,Edge,32.2.10,myri.cer,,,,
Navy Wells 39,Edge,32.2.10,symp.adn,,,,
Navy Wells 39,Edge,32.2.10,guet.sca,,,,
Navy Wells 39,Edge,32.2.10,neyr.rey,,,,
Navy Wells 39,Edge,32.2.10,bide.alb,,,,
Navy Wells 39,Edge,32.2.10,myrs.cub,,,,
Navy Wells 39,Edge,32.2.10,coco.arg,,,,
Navy Wells 39,Edge,32.2.10,emil.son,,,,
Navy Wells 39,Edge,32.2.10,andr.vir,,,,
Navy Wells 39,Edge,32.4.1,rand.acu,5,,,
Navy Wells 39,Edge,32.4.1,cass.fil,5,,,
Navy Wells 39,Edge,32.4.1,schi.san,35,,,
Navy Wells 39,Edge,32.4.1,piri.cis,1,,,
Navy Wells 39,Edge,32.4.1,cham.dee,1,,,
Navy Wells 39,Edge,32.4.1,crot.lin,1,,,
Navy Wells 39,Edge,32.4.1,acal.cha,5,,,
Navy Wells 39,Edge,32.4.1,jacq.cur,1,,,
Navy Wells 39,Edge,32.4.1,pass.sub,1,,,
Navy Wells 39,Edge,32.4.1,phyl.pen,1,,,
Navy Wells 39,Edge,32.4.1,symp.adn,1,,,
Navy Wells 39,Edge,32.4.1,scle.cil,1,,,
Navy Wells 39,Edge,32.4.1,schi.gra,1,,,
Navy Wells 39,Edge,32.4.1,gala.smi,1,,,
Navy Wells 39,Edge,32.4.1,sper.ter,1,,,
Navy Wells 39,Edge,32.4.1,poly.boy,1,,,
Navy Wells 39,Edge,32.4.1,pasp.cea,1,,,
Navy Wells 39,Edge,32.4.1,chio.pin,1,,,
Navy Wells 39,Edge,32.4.1,trag.sax,1,,,
Navy Wells 39,Edge,32.4.10,ardi.esc,,,,
Navy Wells 39,Edge,32.4.10,fors.seg,,,,
Navy Wells 39,Edge,32.4.10,smil.hav,,,,
Navy Wells 39,Edge,32.4.10,cnid.sti,,,,
Navy Wells 39,Edge,32.4.10,anga.ber,,,,
Navy Wells 39,Edge,32.4.10,anem.adi,,,,
Navy Wells 39,Edge,32.4.10,pter.aqu,,,,
Navy Wells 39,Edge,32.4.10,rhyn.flo,,,,
Navy Wells 39,Edge,32.4.10,rhus.cop,,,,
Navy Wells 39,Edge,32.4.10,toxi.rad,,,,
Navy Wells 39,Edge,32.4.10,smil.aur,,,,
Navy Wells 39,Edge,32.4.10,phys.wal,,,,
Navy Wells 39,Edge,32.4.10,ayen.eup,,,,
Navy Wells 39,Edge,32.4.10,mela.par,,,,
Navy Wells 39,Edge,32.4.10,echi.umb,,,,
Navy Wells 39,Edge,32.4.10,crot.pum,,,,
Navy Wells 39,Edge,32.4.10,guet.ell,,,,
Navy Wells 39,Edge,32.4.10,sorg.sec,,,,
Navy Wells 39,Edge,32.4.10,agal.fas,,,,
Navy Wells 39,Edge,32.4.10,pasp.blo,,,,
Navy Wells 39,Edge,32.4.10,andr.ter,,,,
Navy Wells 39,Edge,32.4.10,gali.his,,,,
Navy Wells 39,Edge,32.4.10,rhym.min,,,,
Navy Wells 39,Edge,32.4.10,part.qui,,,,
Navy Wells 39,Edge,32.4.10,cros.ili,,,,
Navy Wells 39,Edge,32.4.10,gaur.ang,,,,
Navy Wells 39,Edge,32_100,byro.luc,,,,
Navy Wells 39,Edge,32_100,tetr.bin,,,,
Navy Wells 39,Edge,32_100,sere.rep,,,,
Navy Wells 39,Edge,32_100,koan.vil,,,,
Navy Wells 39,Edge,32_100,pity.gra,,,,
Navy Wells 39,Edge,32_100,meot.tox,,,,
Navy Wells 39,Edge,32_100,myrs.cub,,,,
Navy Wells 39,Edge,32_100,smil.hav,,,,
Navy Wells 39,Edge,32_100,buch.ame,,,,
Navy Wells 39,Edge,40.1.1,pter.aqu,30,,,
Navy Wells 39,Edge,40.1.1,saba.pal,20,,,
Navy Wells 39,Edge,40.1.1,rhus.cop,10,,,
Navy Wells 39,Edge,40.1.1,toxi.rad,5,,,
Navy Wells 39,Edge,40.1.1,schi.san,10,,,
Navy Wells 39,Edge,40.1.1,symp.adn,1,,,
Navy Wells 39,Edge,40.1.1,vitu.rot,1,,,
Navy Wells 39,Edge,40.1.1,side.sal,1,,,
Navy Wells 39,Edge,40.1.1,rhyn.min,1,,,
Navy Wells 39,Edge,40.1.1,gali.ber,1,,,
Navy Wells 39,Edge,40.1.10,saba.pal,,,,
Navy Wells 39,Edge,40.1.10,jasm.dic,,,,
Navy Wells 39,Edge,40.1.10,zami.int,,,,
Navy Wells 39,Edge,40.1.10,rand.acu,,,,
Navy Wells 39,Edge,40.1.10,smil.aur,,,,
Navy Wells 39,Edge,40.1.10,cass.fil,,,,
Navy Wells 39,Edge,40.1.10,ardi.esc,,,,
Navy Wells 39,Edge,40.1.10,pass.sub,,,,
Navy Wells 39,Edge,40.1.10,schi.ter,,,,
Navy Wells 39,Edge,40.1.10,part.qui,,,,
Navy Wells 39,Edge,40.1.10,sere.rep,,,,
Navy Wells 39,Edge,40.1.10,guet.sca,,,,
