Location,Site,SiteCode,GenusSpecies,CoverPerc,Family,Genus,Species
Wilkins-Pierson Preserve ,Center,32,Saba.pal,,,,
Wilkins-Pierson Preserve ,Center,32,Crot.lin,,,,
Wilkins-Pierson Preserve ,Center,32,Dich.str,,,,
Wilkins-Pierson Preserve ,Center,32,Scle.cil,,,,
Wilkins-Pierson Preserve ,Center,32,Zami.pum,,,,
Wilkins-Pierson Preserve ,Center,32,Trag.ure,,,,
Wilkins-Pierson Preserve ,Center,32,Chio.pin,,,,
Wilkins-Pierson Preserve ,Center,32,Chap.alb,,,,
Wilkins-Pierson Preserve ,Center,32,Geob.obl,,,,
Wilkins-Pierson Preserve ,Center,32,Echi.umb,,,,
Wilkins-Pierson Preserve ,Center,32,Sola.ame,,,,
Wilkins-Pierson Preserve ,Center,32,Rhyn.ren,,,,
Wilkins-Pierson Preserve ,Center,32,Gali.ber,,,,
Wilkins-Pierson Preserve ,Center,32,Dich.aci,,,,
Wilkins-Pierson Preserve ,Center,32,Symp.adn,,,,
Wilkins-Pierson Preserve ,Center,32,Gala.flo,,,,
Wilkins-Pierson Preserve ,Center,32,Ipom.sp.,,,,
Wilkins-Pierson Preserve ,Center,32,Bulb.cil,,,,
Wilkins-Pierson Preserve ,Center,32,Anem.adi,,,,
Wilkins-Pierson Preserve ,Center,32,Lant.str,,,,
Wilkins-Pierson Preserve ,Center,32,Crot.rot,,,,
Wilkins-Pierson Preserve ,Center,32,Lant.inv,,,,
Wilkins-Pierson Preserve ,Center,32,Lant.dep,,,,
Wilkins-Pierson Preserve ,Center,32,Andr.glo,,,,
Wilkins-Pierson Preserve ,Center,32,Sper.ver,,,,
Wilkins-Pierson Preserve ,Center,32,Dysc.ang,,,,
Wilkins-Pierson Preserve ,Center,40.1.1,,,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Sere.rep,50,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Saba.pal,10,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Quer.pum,20,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Rhus.cop,5,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Asem.vio,1,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Miri.roy,1,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Zami.int,1,,,
Wilkins-Pierson Preserve ,Center,40.1.1,Anga.ber,1,,,
Wilkins-Pierson Preserve ,Center,40.1.10,Quer.sp.,,,,
Wilkins-Pierson Preserve ,Center,40.1.10,Euph.pol,,,,
Wilkins-Pierson Preserve ,Center,40.1.10,Cham.dee,,,,
Wilkins-Pierson Preserve ,Center,40.1.10,Soli.odo,,,,
Wilkins-Pierson Preserve ,Center,40.3.1,,,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Sere.rep,5,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Palm seedling,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Quer.pum,20,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Chio.pin,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Cham.dee,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Pasp.blo,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Rhus.cop,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Soli.odo,1,,,
Wilkins-Pierson Preserve ,Center,40.3.1,Cham.nic,1,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Geob.obl,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Stil.syl,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Andr.sp.,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Dich.ova,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Cnid.sti,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Euph.pol,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Bide.alb,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Pter.pyc ,,,,
Wilkins-Pierson Preserve ,Center,40.3.10,Bulb.cil,,,,
Wilkins-Pierson Preserve ,Center,40,Smil.aur,,,,
Wilkins-Pierson Preserve ,Center,40,Saba.pal,,,,
Wilkins-Pierson Preserve ,Center,40,Sere.rep,,,,
Wilkins-Pierson Preserve ,Center,40,Cocc.arg,,,,
Wilkins-Pierson Preserve ,Center,40,Soli.odo,,,,
Wilkins-Pierson Preserve ,Center,40,Rhus.cop,,,,
Wilkins-Pierson Preserve ,Center,40,Euph.pol,,,,
Wilkins-Pierson Preserve ,Center,40,Cham.dee,,,,
Wilkins-Pierson Preserve ,Center,40,Chio.pin,,,,
Wilkins-Pierson Preserve ,Center,40,Andr.sp.,,,,
Wilkins-Pierson Preserve ,Center,40,Andr.glo,,,,
Wilkins-Pierson Preserve ,Center,40,andr.vir,,,,
Wilkins-Pierson Preserve ,Center,40,Cnid.sti,,,,
Wilkins-Pierson Preserve ,Center,40,Mori.roy,,,,
Wilkins-Pierson Preserve ,Center,40,Rand.acu,,,,
Wilkins-Pierson Preserve ,Center,40,Call.ame,,,,
Wilkins-Pierson Preserve ,Center,40,Zami.int,,,,
Wilkins-Pierson Preserve ,Center,40,Pasp.blo,,,,
Wilkins-Pierson Preserve ,Center,40,Cros.ili,,,,
Wilkins-Pierson Preserve ,Center,40,Trag.ure,,,,
Wilkins-Pierson Preserve ,Center,40,Gala.flo,,,,
Wilkins-Pierson Preserve ,Center,40,Anga.ber,,,,
Wilkins-Pierson Preserve ,Center,40,Crot.rot,,,,
Wilkins-Pierson Preserve ,Center,40,Gali.ber,,,,
Wilkins-Pierson Preserve ,Center,40,Schi.ter,,,,
Wilkins-Pierson Preserve ,Center,40,piri.cis,,,,
Wilkins-Pierson Preserve ,Center,40,Lant.inv,,,,
Wilkins-Pierson Preserve ,Center,40,Echi.umb,,,,
Wilkins-Pierson Preserve ,Center,40,Pass.sub,,,,
Wilkins-Pierson Preserve ,Center,40,Geob.obl,,,,
Wilkins-Pierson Preserve ,Center,40,Pter.pyc ,,,,
Wilkins-Pierson Preserve ,Center,40,Dich.ova,,,,
Wilkins-Pierson Preserve ,Center,40,Viti.rot,,,,
Wilkins-Pierson Preserve ,Center,40,Lant.dep,,,,
Wilkins-Pierson Preserve ,Center,40,Phle.aur,,,,
Wilkins-Pierson Preserve ,Center,40,Dich.ens,,,,
Wilkins-Pierson Preserve ,Center,40,Ambr.art,,,,
Wilkins-Pierson Preserve ,Center,40,Crot.lin,,,,
Wilkins-Pierson Preserve ,Center,40,Euph.cya ,,,,
Wilkins-Pierson Preserve ,Center,40,Guet.sca,,,,
Wilkins-Pierson Preserve ,Center,41.1.1,,,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Quer.pum,30,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Sere.rep,10,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Rand.acu,10,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Rhus.cop,5,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Echi.umb,1,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Soli.odo,1,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Anga.ber,1,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Rhyn.cin,1,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Cham.fas,1,,,
Wilkins-Pierson Preserve ,Center,41.1.1,Dich.ens,1,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Crot.lin,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Pasp.cae,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Euph.pol,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Trag.ure,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Dich.str,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Sper.ver,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Saba.pal,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Mori.roy,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Part.qui,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Dich.ova,,,,
Wilkins-Pierson Preserve ,Center,41.1.10,Andr.sp.,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,,,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Sere.rep,5,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Quer.pum,15,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Anga.ber,5,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Euph.pol,1,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Cnid.sti,1,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Echi.umb,1,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Rhus.cop,5,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,piri.cis,5,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Cham.nic,1,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Call.ame,10,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Pasp.cae,5,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Mico.bic,1,,,
Wilkins-Pierson Preserve ,Center,41.4.1 ,Acal.cha,1,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Saba.pum,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Trag.ure,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Geob.obl,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Cham.dee,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Chro.odo,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Guet.sca,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Gala.flo,,,,
Wilkins-Pierson Preserve ,Center,41.4.10,Bulb.cil,,,,
Wilkins-Pierson Preserve ,Center,41,Cros.ili,,,,
Wilkins-Pierson Preserve ,Center,41,Gali.ber,,,,
Wilkins-Pierson Preserve ,Center,41,Zami.int,,,,
Wilkins-Pierson Preserve ,Center,41,Chio.pin,,,,
Wilkins-Pierson Preserve ,Center,41,Cirs.hor,,,,
Wilkins-Pierson Preserve ,Center,41,Asem.vio,,,,
Wilkins-Pierson Preserve ,Center,41,Chap.alb,,,,
Wilkins-Pierson Preserve ,Center,41,Symp.adn,,,,
Wilkins-Pierson Preserve ,Center,41,Opun.hum,,,,
Wilkins-Pierson Preserve ,Center,41,Pasp.blo,,,,
Wilkins-Pierson Preserve ,Center,41,Andr.glo,,,,
Wilkins-Pierson Preserve ,Center,41,Anem.adi,,,,
Wilkins-Pierson Preserve ,Center,41,Cocc.arg,,,,
Wilkins-Pierson Preserve ,Center,41,Phle.aur,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Bide.alb,50,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Sper.ver,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Part.hys,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Spor.pyr,20,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Pasp.set,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Cham.las,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Cham.hys,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Cham.opt,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.1,Sida.rho,1,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Acal.arv,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Merr.sp.,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Chro.odo,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Sida.ulm,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Pasp.blo,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Cham.hir,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Seta.par,,,,
Wilkins-Pierson Preserve ,Lawn,31.1.10,Ambr.art,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Bide.alb,5,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Spor.pyr,60,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Andr.glo,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Sida.rho,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Cham.hir,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Call.ame,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Pasp.set,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Rich.gra,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Cype.cro,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.1,Desm.tri,1,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Saba.pal,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Cony.can,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Digi.sp.,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Acal.arv,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Pasp.blo,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Meli.rep,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Salv.occ,,,,
Wilkins-Pierson Preserve ,Lawn,31.4.10,Seta.par,,,,
Wilkins-Pierson Preserve ,Lawn,31,Penn.pur,,,,
Wilkins-Pierson Preserve ,Lawn,31,Trid.pro,,,,
Wilkins-Pierson Preserve ,Lawn,31,Spor.sp.,,,,
Wilkins-Pierson Preserve ,Lawn,31,Chro.odo,,,,
Wilkins-Pierson Preserve ,Lawn,31,Merr.sp.,,,,
Wilkins-Pierson Preserve ,Lawn,31,Pasp.pan,,,,
Wilkins-Pierson Preserve ,Lawn,31,Eust.pet,,,,
Wilkins-Pierson Preserve ,Lawn,31,Erag.cil,,,,
Wilkins-Pierson Preserve ,Lawn,31,Andr.ter,,,,
Wilkins-Pierson Preserve ,Lawn,31,Pasp.sp.,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Spor.pyr,65,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Merr.qui,5,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Bide.alb,15,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Salv.occ,15,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Sida.ulm,5,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Pasp.pan,1,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Cham.hir,1,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Cham.las,1,,,
Wilkins-Pierson Preserve ,Lawn,32.2.1,Pasp.cae,1,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Lant.str,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Chro.odo,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Euph.het,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Sper.ver,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Seta.par,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Pasp.set,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Merr.qui,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Rich.gra,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Acal.cha,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Sida.rho,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Euph.gra,,,,
Wilkins-Pierson Preserve ,Lawn,32.2.10,Eust.pet,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Spor.pyr,25,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Bide.alb,75,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Pasp.pan,5,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Rich.gra,15,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Cham.las,5,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Merr.tub,1,,,
Wilkins-Pierson Preserve ,Lawn,32.4.1,Sida.ulm,1,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Cenc.ech,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Acal.arv,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Desm.inc,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Cham.hir,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Salv.occ,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Sper.ver,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Digi.cil,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Sida.rho,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Pasp.fim,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Merr.qui,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Meli.rep,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Erag.ell,,,,
Wilkins-Pierson Preserve ,Lawn,32.4.10,Saba.pal,,,,
Wilkins-Pierson Preserve ,Lawn,32,Sper.rem,,,,
Wilkins-Pierson Preserve ,Lawn,32,Desm.tri,,,,
Wilkins-Pierson Preserve ,Lawn,32,Part.hys,,,,
Wilkins-Pierson Preserve ,Lawn,32,Cony.can,,,,
Wilkins-Pierson Preserve ,Lawn,32,Trid.pro,,,,
Wilkins-Pierson Preserve ,Lawn,32,Fimb.cym,,,,
Wilkins-Pierson Preserve ,Lawn,32,Uroc.max,,,,
Wilkins-Pierson Preserve ,Lawn,32,Priv.lap,,,,
Wilkins-Pierson Preserve ,Lawn,32,Cype.cur,,,,
Wilkins-Pierson Preserve ,Lawn,32,Seta.par,,,,
Wilkins-Pierson Preserve ,Lawn,32,Penn.pur,,,,
Wilkins-Pierson Preserve ,Lawn,32,Psid.gua,,,,
Wilkins-Pierson Preserve ,Lawn,32,Call.ame,,,,
Wilkins-Pierson Preserve ,Lawn,32,Andr.glo,,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,,,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,Bide.alb,50,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,Call.ame,1,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,Acal.arv,1,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,Saba.sp.,1,,,
Wilkins-Pierson Preserve ,Lawn,40.1.1,Spor.pyr,5,,,
